"","RINGS","AROMATIC","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","MF","MW","C","Cl","H","N","O","S","F","Br","B","P","I","Si"
"CHEMBL3301596",3,2,1,0,0,0,0,0,0,0,0,0,0,0,"C16H16Cl2N",293.21094,16,2,16,1,0,0,0,0,0,0,0,0
"CHEMBL3301602",5,3,0,1,1,0,0,0,0,0,0,0,0,0,"C21H24N5O3S",426.51196,21,0,24,5,3,1,0,0,0,0,0,0
"CHEMBL3990346",1,1,0,4,1,0,1,0,0,0,0,0,0,0,"C29H51N5O4",533.74634,29,0,51,5,4,0,0,0,0,0,0,0
"CHEMBL2104184",3,1,0,0,1,0,0,0,0,0,0,0,0,0,"C16H21Cl2N2O",328.25674,16,2,21,2,1,0,0,0,0,0,0,0
"CHEMBL3707269",4,3,0,2,2,0,0,0,0,0,0,0,0,0,"C17H20F3N6O",381.3755096,17,0,20,6,1,0,3,0,0,0,0,0
"CHEMBL2106598",3,2,0,0,1,0,0,0,0,1,0,0,0,0,"C14H8NO4",254.21762,14,0,8,1,4,0,0,0,0,0,0,0
"CHEMBL115794",2,1,0,1,0,0,1,0,0,0,0,1,0,0,"C12H16F2NO2",244.2577464,12,0,16,1,2,0,2,0,0,0,0,0
"CHEMBL3039499",7,3,0,1,2,0,0,0,0,0,0,2,0,0,"C45H55F2N6O8S2",910.0804064,45,0,55,6,8,2,2,0,0,0,0,0
"CHEMBL1908332",4,0,0,1,2,0,0,0,0,0,0,0,0,0,"C27H45N3O3",459.6645,27,0,45,3,3,0,0,0,0,0,0,0
"CHEMBL5314536",3,3,0,0,0,0,2,0,1,0,0,1,0,0,"C17H11Br2O4",439.07484,17,0,11,0,4,0,0,2,0,0,0,0
"CHEMBL2107625",4,2,0,1,1,0,0,0,0,0,0,2,0,0,"C23H29N3O3",395.49466,23,0,29,3,3,0,0,0,0,0,0,0
"CHEMBL2106994",4,2,0,0,2,0,0,0,0,0,0,2,0,0,"C29H40N3O3",478.6462,29,0,40,3,3,0,0,0,0,0,0,0
"CHEMBL3989903",4,2,0,0,3,0,0,0,0,0,0,0,0,0,"C22H24Cl2N3OS",449.41646,22,2,24,3,1,1,0,0,0,0,0,0
"CHEMBL2105752",4,4,0,0,1,0,0,0,0,0,0,1,0,0,"C22H24N3O3S",410.50926,22,0,24,3,3,1,0,0,0,0,0,0
"CHEMBL2105633",4,1,1,0,2,0,0,0,0,0,0,2,0,0,"C20H30FN3O3",379.4689032,20,0,30,3,3,0,1,0,0,0,0,0
"CHEMBL5314509",4,2,0,0,4,0,0,0,0,0,0,2,0,0,"C32H52FN7O3",601.7987832,32,0,52,7,3,0,1,0,0,0,0,0
"CHEMBL54126",1,1,0,0,1,0,0,0,0,0,1,0,0,0,"C12H19N2O2",223.29146,12,0,19,2,2,0,0,0,0,0,0,0
"CHEMBL4297515",8,6,0,2,2,0,0,0,0,0,1,3,0,0,"C47H62N12O11S2",1035.19898,47,0,62,12,11,2,0,0,0,0,0,0
"CHEMBL1204135",2,1,0,1,0,0,0,0,0,0,0,0,0,0,"C11H19N2O4S3",339.47456,11,0,19,2,4,3,0,0,0,0,0,0
"CHEMBL2107365",2,1,0,1,0,0,1,0,0,0,0,1,0,0,"C13H19ClNO2",256.74846,13,1,19,1,2,0,0,0,0,0,0,0
"CHEMBL19611",2,2,0,3,0,0,0,0,0,0,0,0,0,0,"C20H28N4O4",388.46072,20,0,28,4,4,0,0,0,0,0,0,0
"CHEMBL3040582",7,3,0,1,2,0,0,0,0,0,0,2,0,0,"C45H55F2N6O8S2",910.0804064,45,0,55,6,8,2,2,0,0,0,0,0
"CHEMBL2107323",3,3,0,2,0,0,0,0,0,0,0,1,0,0,"C18H19ClF5N6O",465.828076,18,1,19,6,1,0,5,0,0,0,0,0
"CHEMBL2107833",5,5,0,3,0,0,0,0,0,0,0,1,0,0,"C30H28FN7O3",553.5868232,30,0,28,7,3,0,1,0,0,0,0,0
"CHEMBL2105891",3,1,0,1,2,0,0,0,0,0,1,0,0,0,"C15H22N3O2",276.35408,15,0,22,3,2,0,0,0,0,0,0,0
"CHEMBL2104541",3,3,0,1,0,0,1,0,0,0,0,4,0,0,"C23H28N4O8S",520.55542,23,0,28,4,8,1,0,0,0,0,0,0
"CHEMBL67",2,2,0,0,0,0,1,0,0,0,0,4,0,0,"C18H20O5",316.3484,18,0,20,0,5,0,0,0,0,0,0,0
"CHEMBL4297219",4,3,0,2,1,0,0,0,0,0,0,1,0,0,"C26H28Cl2FN6O3",562.4433232,26,2,28,6,3,0,1,0,0,0,0,0
"CHEMBL280378",3,3,0,0,1,0,0,0,0,0,0,2,0,0,"C19H24N5O2",354.42616,19,0,24,5,2,0,0,0,0,0,0,0
"CHEMBL396298",6,5,0,2,1,0,0,0,1,0,0,3,0,0,"C34H34N3O5",564.65086,34,0,34,3,5,0,0,0,0,0,0,0
"CHEMBL2107490",4,4,0,0,0,0,0,0,0,0,0,0,0,0,"C10H5N8",237.2003,10,0,5,8,0,0,0,0,0,0,0,0
"CHEMBL2106694",1,1,1,0,0,0,0,0,0,0,0,0,0,0,"C11H14F2N",198.2323664,11,0,14,1,0,0,2,0,0,0,0,0
"CHEMBL2107436",2,1,0,0,1,0,0,0,0,0,0,1,0,0,"C13H19ClNO",240.74906,13,1,19,1,1,0,0,0,0,0,0,0
"CHEMBL114586",4,3,0,2,0,0,0,0,0,0,1,0,0,0,"C21H21N5O2",375.42374,21,0,21,5,2,0,0,0,0,0,0,0
"CHEMBL2105641",4,4,0,3,1,0,0,0,0,0,0,0,0,0,"C20H14ClFN5O5S2",522.9370632,20,1,14,5,5,2,1,0,0,0,0,0
"CHEMBL433041",3,1,0,1,2,0,0,0,0,0,1,0,0,0,"C21H34N3O2",360.51356,21,0,34,3,2,0,0,0,0,0,0,0
"CHEMBL269787",6,6,0,0,1,0,0,0,0,1,0,1,0,0,"C39H32Cl3N2O5S",747.10578,39,3,32,2,5,1,0,0,0,0,0,0
"CHEMBL2105261",4,0,0,0,0,0,0,0,2,0,0,0,1,0,"C21H26O2",310.42994,21,0,26,0,2,0,0,0,0,0,0,0
"CHEMBL5314444",4,3,0,1,2,0,0,0,0,0,0,1,0,0,"C24H34N5O4S",488.62286,24,0,34,5,4,1,0,0,0,0,0,0
"CHEMBL4521078",5,5,0,0,1,0,0,0,0,1,0,0,0,0,"C26H21N4O3",437.46994,26,0,21,4,3,0,0,0,0,0,0,0
"CHEMBL2104875",4,3,0,0,1,0,0,0,0,0,0,3,0,0,"C22H20N4O5",420.418,22,0,20,4,5,0,0,0,0,0,0,0
"CHEMBL2106789",3,2,0,0,0,0,1,0,2,1,0,1,0,0,"C16H12O6",300.26288,16,0,12,0,6,0,0,0,0,0,0,0
"CHEMBL4447181",5,4,0,3,2,0,0,0,0,0,0,1,0,0,"C28H32F2N7O4S",600.6599864,28,0,32,7,4,1,2,0,0,0,0,0
"CHEMBL4297518",4,3,0,1,2,0,1,0,0,0,0,1,0,0,"C26H38N5O5S",532.67542,26,0,38,5,5,1,0,0,0,0,0,0
"CHEMBL2107785",2,0,0,0,0,0,2,0,0,1,1,0,0,0,"C25H39O6",435.57356,25,0,39,0,6,0,0,0,0,0,0,0
"CHEMBL2106094",3,3,0,1,0,0,0,0,0,0,0,0,0,0,"C16H18N3",252.33422,16,0,18,3,0,0,0,0,0,0,0,0
"CHEMBL2104331",2,2,0,3,0,0,1,0,0,0,1,4,0,0,"C35H53N3O9",659.81002,35,0,53,3,9,0,0,0,0,0,0,0
"CHEMBL6068511",3,3,0,1,0,0,0,0,0,0,0,1,0,0,"C19H18F3N2O3S",411.4180296,19,0,18,2,3,1,3,0,0,0,0,0
"CHEMBL5314546",2,2,0,1,0,0,0,0,0,0,0,0,0,0,"C17H18F3N2O",323.3328296,17,0,18,2,1,0,3,0,0,0,0,0
"CHEMBL4802241",5,3,0,1,0,0,0,0,0,0,0,0,0,1,"C17H17N7O2S",383.42758,17,0,17,7,2,1,0,0,0,0,0,0
"CHEMBL5314473",4,3,0,4,0,0,0,0,0,0,0,0,0,0,"C25H28F2N6O2",482.5256264,25,0,28,6,2,0,2,0,0,0,0,0
"CHEMBL289556",2,1,0,1,1,0,0,0,0,1,0,0,0,0,"C19H23N2O4S2",407.52692,19,0,23,2,4,2,0,0,0,0,0,0
"CHEMBL1192519",2,2,0,1,1,0,0,0,0,2,0,0,0,0,"C22H23N2O5",395.42842,22,0,23,2,5,0,0,0,0,0,0,0
"CHEMBL224006",3,3,0,0,0,0,2,0,1,0,0,1,0,0,"C17H11Br2O4",439.07484,17,0,11,0,4,0,0,2,0,0,0,0
"CHEMBL2216863",5,5,0,2,1,0,0,0,0,0,0,0,0,0,"C20H16FN7OS",421.4507432,20,0,16,7,1,1,1,0,0,0,0,0
"CHEMBL138029",2,1,0,1,0,0,0,0,0,1,1,0,0,0,"C22H30N3O5S",448.5557,22,0,30,3,5,1,0,0,0,0,0,0
"CHEMBL2105796",1,1,0,1,0,0,0,0,0,0,0,0,0,0,"C9H8ClN2O3",227.62442,9,1,8,2,3,0,0,0,0,0,0,0
"CHEMBL5314527",3,3,0,0,1,0,1,0,1,0,0,0,0,1,"C17H12BrN3O2",370.20008,17,0,12,3,2,0,0,1,0,0,0,0
"CHEMBL325441",4,4,0,0,1,0,0,0,1,1,0,1,0,0,"C24H15F3NO4",438.3754096,24,0,15,1,4,0,3,0,0,0,0,0
"CHEMBL325041",2,2,0,2,0,0,0,0,0,0,0,0,0,0,"C19H25BN4O4",384.2372,19,0,25,4,4,0,0,0,1,0,0,0
"CHEMBL313489",5,5,0,0,1,0,0,0,0,1,0,1,0,0,"C34H34ClN2O3S",586.16336,34,1,34,2,3,1,0,0,0,0,0,0
"CHEMBL5095084",3,3,0,0,0,0,1,0,0,0,0,0,0,0,"C15H13FN6O",312.3017232,15,0,13,6,1,0,1,0,0,0,0,0
"CHEMBL138225",4,0,0,1,0,0,0,0,0,1,0,0,0,0,"C25H36NO3",398.55824,25,0,36,1,3,0,0,0,0,0,0,0
"CHEMBL1257753",4,3,0,1,1,0,0,0,0,0,0,0,0,0,"C22H24FN4",363.4511632,22,0,24,4,0,0,1,0,0,0,0,0
"CHEMBL1204948",3,3,0,0,0,0,0,0,0,1,0,1,0,0,"C15H10NO3",252.2448,15,0,10,1,3,0,0,0,0,0,0,0
"CHEMBL1159823",2,1,0,6,2,0,3,0,0,0,1,0,0,0,"C45H72N10O16S",1041.17558,45,0,72,10,16,1,0,0,0,0,0,0
"CHEMBL2159227",3,2,0,1,0,0,2,0,0,0,0,3,0,0,"C24H30FNO6",447.4965032,24,0,30,1,6,0,1,0,0,0,0,0
"CHEMBL6068035",3,2,0,0,1,0,1,0,0,0,1,0,0,1,"C15H13ClN3O3",318.73502,15,1,13,3,3,0,0,0,0,0,0,0
"CHEMBL579",3,1,0,1,1,0,0,0,0,2,0,0,0,0,"C20H25N2O5S2",437.5529,20,0,25,2,5,2,0,0,0,0,0,0
"CHEMBL447977",2,1,0,1,1,0,0,0,0,1,0,0,0,0,"C25H39N2O3",415.58876,25,0,39,2,3,0,0,0,0,0,0,0
"CHEMBL497011",3,3,0,2,1,0,1,0,0,0,0,0,0,0,"C21H27N4O2",367.46468,21,0,27,4,2,0,0,0,0,0,0,0
"CHEMBL5314438",3,3,0,0,0,0,0,0,0,1,0,0,0,1,"C19H15N2O2S",335.3996,19,0,15,2,2,1,0,0,0,0,0,0
"CHEMBL261131",5,4,0,1,2,0,0,0,0,0,0,0,0,0,"C28H26F2N3OS",490.5873464,28,0,26,3,1,1,2,0,0,0,0,0
"CHEMBL153427",2,2,0,0,0,0,2,0,0,0,1,0,0,0,"C14H15N2O4",275.2799,14,0,15,2,4,0,0,0,0,0,0,0
"CHEMBL2103843",4,3,0,1,1,0,0,0,0,0,0,2,0,0,"C23H34N7O5S",520.62496,23,0,34,7,5,1,0,0,0,0,0,0
"CHEMBL2107332",6,6,0,0,1,0,0,0,0,0,0,1,0,0,"C32H30N5O",500.6135,32,0,30,5,1,0,0,0,0,0,0,0
"CHEMBL207602",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"C17H34O2",270.45066,17,0,34,0,2,0,0,0,0,0,0,0
"CHEMBL5314505",4,4,0,1,1,0,3,0,0,1,0,0,0,0,"C34H36FN2O6",587.6578432,34,0,36,2,6,0,1,0,0,0,0,0
"CHEMBL2106909",2,2,0,0,1,0,0,0,0,0,0,1,0,0,"C18H24N2O",284.39596,18,0,24,2,1,0,0,0,0,0,0,0
"CHEMBL2106980",4,3,0,1,1,0,0,0,0,0,0,0,0,0,"C19H20N3",290.3822,19,0,20,3,0,0,0,0,0,0,0,0
"CHEMBL6068020",5,2,0,1,0,0,0,0,0,0,0,0,0,0,"C26H29F2N3O2",453.5241664,26,0,29,3,2,0,2,0,0,0,0,0
"CHEMBL2218915",4,2,0,0,0,0,2,0,0,0,1,1,0,0,"C28H31FO5",466.5411432,28,0,31,0,5,0,1,0,0,0,0,0
"CHEMBL2105388",2,0,0,1,1,0,0,0,0,1,1,0,0,0,"C20H34N2O5",382.49436,20,0,34,2,5,0,0,0,0,0,0,0
"CHEMBL3989608",4,1,0,1,1,0,0,0,0,1,1,0,0,0,"C23H31N2O5",415.50264,23,0,31,2,5,0,0,0,0,0,0,0
"CHEMBL2146090",5,1,0,2,2,0,0,0,0,0,2,0,0,0,"C35H45FN5O9S",730.8233032,35,0,45,5,9,1,1,0,0,0,0,0
"CHEMBL6068062",4,3,0,1,0,0,1,0,0,0,0,1,0,0,"C22H26N4O4",410.46624,22,0,26,4,4,0,0,0,0,0,0,0
"CHEMBL5095101",5,1,0,2,1,0,0,0,0,0,0,1,0,0,"C13H17N7O6S",399.38238,13,0,17,7,6,1,0,0,0,0,0,0
"CHEMBL2105433",3,2,0,1,1,0,0,0,0,0,1,0,0,0,"C20H21N4O4S",413.47014,20,0,21,4,4,1,0,0,0,0,0,0
"CHEMBL329012",5,3,0,1,1,0,0,0,0,0,0,0,0,0,"C23H26N3O2",376.47144,23,0,26,3,2,0,0,0,0,0,0,0
"CHEMBL60550",3,1,0,3,1,0,1,0,0,0,1,1,0,0,"C31H48N4O7S",620.80042,31,0,48,4,7,1,0,0,0,0,0,0
"CHEMBL2219423",3,3,1,1,0,0,0,0,0,0,0,0,0,0,"C18H18Cl2FN4OS",428.3311232,18,2,18,4,1,1,1,0,0,0,0,0
"CHEMBL3989891",3,3,0,0,0,0,0,0,0,1,0,1,0,0,"C15H10NO3",252.2448,15,0,10,1,3,0,0,0,0,0,0,0
"CHEMBL674",1,0,1,1,0,0,0,0,0,1,0,1,0,0,"C14H24N2O4",284.35136,14,0,24,2,4,0,0,0,0,0,0,0
"CHEMBL1288786",1,1,0,1,0,0,0,0,0,0,0,0,0,0,"C5H8N4O3S2",236.27202,5,0,8,4,3,2,0,0,0,0,0,0
"CHEMBL1201398",2,1,0,0,1,0,0,0,0,2,0,0,0,0,"C15H15ClNO4S",340.8019,15,1,15,1,4,1,0,0,0,0,0,0
"CHEMBL16596",5,5,0,0,1,0,0,0,0,1,0,1,0,0,"C34H34ClN2O3S",586.16336,34,1,34,2,3,1,0,0,0,0,0,0
"CHEMBL6067983",7,3,0,0,3,0,0,0,0,0,0,1,0,0,"C36H45N5O5S",659.838,36,0,45,5,5,1,0,0,0,0,0,0
"CHEMBL2074730",6,5,0,2,1,0,0,0,1,0,0,3,0,0,"C34H34N3O5",564.65086,34,0,34,3,5,0,0,0,0,0,0,0
"CHEMBL5314477",2,0,0,0,1,0,0,0,0,0,0,0,0,0,"C10H18N6O8S",382.35032,10,0,18,6,8,1,0,0,0,0,0,0
"CHEMBL2111088",3,3,1,3,0,0,0,0,0,0,1,0,0,0,"C18H19N5O3S",385.44016,18,0,19,5,3,1,0,0,0,0,0,0
"CHEMBL2104854",5,3,0,0,1,0,0,0,0,0,0,0,0,0,"C24H26N2OS2",422.60604,24,0,26,2,1,2,0,0,0,0,0,0
"CHEMBL2111132",4,4,0,0,0,0,0,0,0,0,0,0,0,0,"C10H5N8",237.2003,10,0,5,8,0,0,0,0,0,0,0,0
"CHEMBL5314549",4,3,0,0,0,0,0,0,0,1,0,1,0,0,"C19H13F2N3O3",369.3216264,19,0,13,3,3,0,2,0,0,0,0,0
"CHEMBL3137329",6,2,0,2,0,0,1,0,0,0,0,0,0,0,"C18H23N4O2",327.40082,18,0,23,4,2,0,0,0,0,0,0,0
"CHEMBL273910",4,2,0,1,1,0,0,0,0,0,0,0,0,0,"C19H11BrF2N2O4",449.2024464,19,0,11,2,4,0,2,1,0,0,0,0
"CHEMBL434492",2,0,0,1,0,0,0,0,0,2,0,2,0,0,"C20H31NO7",397.46264,20,0,31,1,7,0,0,0,0,0,0,0
"CHEMBL99701",2,1,0,1,2,0,0,0,0,2,0,0,0,0,"C18H21N3O6",375.37584,18,0,21,3,6,0,0,0,0,0,0,0
"CHEMBL101309",2,2,0,0,0,0,0,0,0,0,0,0,0,0,"C29H42NO4S",500.71308,29,0,42,1,4,1,0,0,0,0,0,0
"CHEMBL70611",4,3,1,0,1,0,0,0,0,0,0,2,0,0,"C22H24ClN3O2S",429.96286,22,1,24,3,2,1,0,0,0,0,0,0
"CHEMBL3139247",4,2,0,1,3,0,0,0,0,0,0,0,0,0,"C24H31ClN5O5S2",569.11644,24,1,31,5,5,2,0,0,0,0,0,0
"CHEMBL2107809",3,3,0,0,1,0,0,0,1,1,0,1,0,0,"C21H19N2O5",379.38596,21,0,19,2,5,0,0,0,0,0,0,0
"CHEMBL2104499",2,2,0,1,1,0,0,0,0,1,1,0,0,0,"C23H27N2O5S2",475.60088,23,0,27,2,5,2,0,0,0,0,0,0
"CHEMBL2107711",4,4,0,1,1,0,0,0,0,0,0,1,0,0,"C25H27N3O",385.50138,25,0,27,3,1,0,0,0,0,0,0,0
"CHEMBL1877495",2,2,0,0,0,0,0,0,0,0,0,0,0,0,"C15H16N2O",240.30034,15,0,16,2,1,0,0,0,0,0,0,0
"CHEMBL2104522",3,2,0,0,2,0,1,0,0,0,0,0,0,0,"C25H33N2O2S",425.60672,25,0,33,2,2,1,0,0,0,0,0,0
"CHEMBL2106052",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"C7H17N2",129.22328,7,0,17,2,0,0,0,0,0,0,0,0
"CHEMBL16332",2,1,0,0,1,0,0,0,0,1,0,0,0,0,"C15H18NO3S2",324.43832,15,0,18,1,3,2,0,0,0,0,0,0
"CHEMBL2105775",4,2,0,2,1,0,2,0,0,0,0,0,0,0,"C35H56N5O6S2",706.97904,35,0,56,5,6,2,0,0,0,0,0,0
"CHEMBL36503",2,1,1,0,1,0,0,0,0,1,0,0,0,0,"C21H32N2O6P",439.462342,21,0,32,2,6,0,0,0,0,1,0,0
"CHEMBL2104949",3,2,0,0,2,0,0,0,0,0,0,1,0,0,"C19H26N3O",312.42924,19,0,26,3,1,0,0,0,0,0,0,0
"CHEMBL2105038",3,2,0,0,0,0,0,0,0,0,0,2,0,0,"C16H19N2O2",271.33426,16,0,19,2,2,0,0,0,0,0,0,0
"CHEMBL5314442",4,3,1,1,2,0,0,0,0,0,0,0,0,0,"C25H24F6N6O2",554.4874792,25,0,24,6,2,0,6,0,0,0,0,0
"CHEMBL359570",5,3,0,1,1,0,0,0,0,0,0,0,0,0,"C23H26N3O2",376.47144,23,0,26,3,2,0,0,0,0,0,0,0
"CHEMBL3652780",3,3,0,0,1,0,0,0,0,1,0,0,0,1,"C16H13N4O2",293.30002,16,0,13,4,2,0,0,0,0,0,0,0
"CHEMBL5095090",5,3,0,2,3,0,0,0,0,0,1,0,0,0,"C30H33N6O4",541.62082,30,0,33,6,4,0,0,0,0,0,0,0
"CHEMBL4297665",3,3,0,1,0,0,0,0,0,0,0,4,1,0,"C22H21N3O4",391.41984,22,0,21,3,4,0,0,0,0,0,0,0
"CHEMBL2103871",4,4,0,1,0,0,0,0,0,1,0,2,0,0,"C27H19ClFN4O4",517.9155632,27,1,19,4,4,0,1,0,0,0,0,0
"CHEMBL63055",3,2,0,0,1,0,0,0,0,1,0,0,0,0,"C14H8NO4",254.21762,14,0,8,1,4,0,0,0,0,0,0,0
"CHEMBL2107578",5,4,0,0,0,0,0,0,0,0,0,0,0,0,"C23H18N4",350.41582,23,0,18,4,0,0,0,0,0,0,0,0
"CHEMBL2106525",3,1,0,0,1,0,0,0,0,0,0,0,0,0,"C16H21Cl2N2O",328.25674,16,2,21,2,1,0,0,0,0,0,0,0
"CHEMBL3039536",0,0,1,1,0,0,0,0,0,1,0,0,0,0,"C8H18N3O2S",220.31242,8,0,18,3,2,1,0,0,0,0,0,0
"CHEMBL3040926",0,0,1,1,0,0,0,0,0,1,0,0,0,0,"C8H18N3O2S",220.31242,8,0,18,3,2,1,0,0,0,0,0,0
"CHEMBL325166",4,2,0,1,1,0,0,0,0,1,0,0,0,0,"C26H34N6O6S",558.64976,26,0,34,6,6,1,0,0,0,0,0,0
"CHEMBL279786",2,2,0,2,0,0,0,0,0,0,0,0,0,0,"C23H31N3O4S2",477.63994,23,0,31,3,4,2,0,0,0,0,0,0
"CHEMBL2106429",5,4,0,0,1,0,0,0,0,0,0,1,0,0,"C23H25N4O3S",437.5346,23,0,25,4,3,1,0,0,0,0,0,0
"CHEMBL2106126",3,2,0,1,1,0,0,0,0,1,1,0,0,0,"C26H31N2O5",451.53474,26,0,31,2,5,0,0,0,0,0,0,0
"CHEMBL280728",2,2,0,0,0,0,0,0,0,1,0,0,0,0,"C18H16F3N2O3",365.3264496,18,0,16,2,3,0,3,0,0,0,0,0
"CHEMBL1201391",2,0,0,0,0,0,2,0,0,1,1,0,0,0,"C25H39O6",435.57356,25,0,39,0,6,0,0,0,0,0,0,0
"CHEMBL277689",3,3,0,0,0,0,0,0,0,1,0,0,0,0,"C25H24ClN2O4S",483.98706,25,1,24,2,4,1,0,0,0,0,0,0
"CHEMBL489079",1,1,1,0,0,0,0,0,0,0,0,0,0,0,"C11H14F2N",198.2323664,11,0,14,1,0,0,2,0,0,0,0,0
"CHEMBL7679",3,3,0,0,0,0,0,0,0,1,0,0,0,0,"C17H11BrFN2O3",390.1832432,17,0,11,2,3,0,1,1,0,0,0,0
"CHEMBL3707361",3,1,0,1,1,0,0,0,0,1,1,0,0,0,"C24H33N2O5",429.52922,24,0,33,2,5,0,0,0,0,0,0,0
"CHEMBL331369",3,1,0,1,1,0,0,0,0,1,1,0,0,0,"C24H33N2O5",429.52922,24,0,33,2,5,0,0,0,0,0,0,0
"CHEMBL1201373",2,0,0,0,0,0,2,0,0,1,1,0,0,0,"C24H37O6",421.54698,24,0,37,0,6,0,0,0,0,0,0,0
"CHEMBL2218897",3,1,0,0,0,0,1,0,0,0,1,0,0,0,"C24H31FO3",386.4995432,24,0,31,0,3,0,1,0,0,0,0,0
"CHEMBL2105716",4,3,0,0,1,0,0,0,0,1,0,0,0,0,"C17H13BrN3O2S",403.27302,17,0,13,3,2,1,0,1,0,0,0,0
"CHEMBL2105657",5,3,0,2,2,0,0,0,0,0,0,0,0,0,"C23H29N8OS",465.59436,23,0,29,8,1,1,0,0,0,0,0,0
"CHEMBL2105696",4,3,0,1,1,0,0,0,0,0,0,3,0,0,"C24H29N4O4",437.51146,24,0,29,4,4,0,0,0,0,0,0,0
"CHEMBL2364604",4,2,0,0,2,0,0,0,0,0,0,2,0,0,"C18H22F3N6O2",411.4014896,18,0,22,6,2,0,3,0,0,0,0,0
"CHEMBL115653",3,0,0,0,3,0,0,0,0,0,0,0,0,0,"C22H36N4O5",436.54504,22,0,36,4,5,0,0,0,0,0,0,0
"CHEMBL56318",2,2,0,0,0,0,0,0,0,0,0,2,0,0,"C14H19N4O2S",307.39126,14,0,19,4,2,1,0,0,0,0,0,0
"CHEMBL6068026",3,3,0,1,0,0,0,0,0,0,0,2,0,0,"C19H21FN3O4S",406.4511432,19,0,21,3,4,1,1,0,0,0,0,0
"CHEMBL273196",2,1,0,3,1,0,0,1,0,0,0,0,0,0,"C21H34N6O3",418.53306,21,0,34,6,3,0,0,0,0,0,0,0
"CHEMBL3544982",5,3,0,1,1,0,0,0,0,0,0,2,0,0,"C24H26Cl2FN4O2",492.3932432,24,2,26,4,2,0,1,0,0,0,0,0
"CHEMBL2107326",4,3,0,1,3,0,2,0,0,0,0,1,0,0,"C22H29BrN5O5",523.40016,22,0,29,5,5,0,0,1,0,0,0,0
"CHEMBL2107329",3,3,1,3,0,0,0,0,0,0,1,0,0,0,"C18H19N5O3S",385.44016,18,0,19,5,3,1,0,0,0,0,0,0
"CHEMBL6068077",4,1,0,0,3,0,0,1,0,0,0,0,0,0,"C21H25F2N3O3",405.4383064,21,0,25,3,3,0,2,0,0,0,0,0
"CHEMBL2051970",1,0,0,0,1,0,0,0,0,1,0,0,0,0,"C16H26NO4S",328.44694,16,0,26,1,4,1,0,0,0,0,0,0
"CHEMBL3354637",3,2,0,0,1,0,4,0,0,0,0,1,0,0,"C24H33FNO5",434.5209232,24,0,33,1,5,0,1,0,0,0,0,0
"CHEMBL1098285",2,2,0,0,2,0,0,0,0,0,2,0,0,0,"C22H32N4O4",416.51388,22,0,32,4,4,0,0,0,0,0,0,0
"CHEMBL496978",1,1,0,3,0,0,0,0,0,3,0,0,0,0,"C19H24IN3O7",533.31423,19,0,24,3,7,0,0,0,0,0,1,0
"CHEMBL54440",3,0,0,0,0,0,1,0,0,0,2,0,0,0,"C23H34O5",390.51306,23,0,34,0,5,0,0,0,0,0,0,0
"CHEMBL2104660",2,2,0,1,0,0,0,0,0,0,1,0,0,0,"C21H23NO4S",385.47662,21,0,23,1,4,1,0,0,0,0,0,0
"CHEMBL2107586",3,1,0,1,1,0,0,0,0,0,1,0,0,0,"C21H33N3O3",375.50502,21,0,33,3,3,0,0,0,0,0,0,0
"CHEMBL2107466",2,2,0,0,0,0,0,0,0,1,0,2,0,1,"C20H18NO4",336.36122,20,0,18,1,4,0,0,0,0,0,0,0
"CHEMBL2104358",5,1,0,2,0,0,0,0,0,0,0,1,0,0,"C29H40N2O3",464.6395,29,0,40,2,3,0,0,0,0,0,0,0
"CHEMBL6068050",5,3,0,0,1,0,1,0,0,0,0,0,0,0,"C19H19N5O2S",381.45146,19,0,19,5,2,1,0,0,0,0,0,0
"CHEMBL6068030",4,2,0,1,0,0,0,0,0,0,1,2,0,0,"C17H20NO4",302.345,17,0,20,1,4,0,0,0,0,0,0,0
"CHEMBL5314495",5,4,0,2,0,0,0,0,0,0,0,0,0,0,"C22H21F2N7O",437.4452464,22,0,21,7,1,0,2,0,0,0,0,0
"CHEMBL287677",3,2,0,0,1,0,0,0,0,0,0,0,0,1,"C14H13N3",223.27312,14,0,13,3,0,0,0,0,0,0,0,0
"CHEMBL42583",2,1,1,2,0,0,1,0,0,2,0,0,0,0,"C26H39N4O9S",583.67426,26,0,39,4,9,1,0,0,0,0,0,0
"CHEMBL544862",4,1,0,1,0,0,0,0,0,0,0,0,0,0,"C12H16N",174.26214,12,0,16,1,0,0,0,0,0,0,0,0
"CHEMBL296588",0,0,0,5,0,0,2,0,0,1,0,0,0,0,"C34H62N5O9",684.88418,34,0,62,5,9,0,0,0,0,0,0,0
"CHEMBL1983865",2,1,0,1,0,0,0,0,0,0,0,2,0,0,"C16H21NO4S",323.40724,16,0,21,1,4,1,0,0,0,0,0,0
"CHEMBL9440",5,4,0,0,1,0,0,0,0,0,0,1,0,0,"C23H25N4O3S",437.5346,23,0,25,4,3,1,0,0,0,0,0,0
"CHEMBL6068051",2,1,0,0,1,0,0,0,0,1,2,1,0,0,"C21H25ClNO7S",470.9437,21,1,25,1,7,1,0,0,0,0,0,0
