"","RINGS","AROMATIC","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","MF","MW","C","Cl","H","N","O","S","F","Br","B","P","I","Si"
"CHEMBL2218894",3,3,0,0,1,0,2,0,0,1,0,0,0,0,"C24H25FNO4",410.4580032,24,0,25,1,4,0,1,0,0,0,0,0
"CHEMBL572284",2,2,1,1,0,0,1,0,0,0,0,4,0,0,"C21H26N2O6",402.44094,21,0,26,2,6,0,0,0,0,0,0,0
"CHEMBL2103875",5,4,0,2,3,0,0,0,0,0,0,0,0,0,"C26H23FIN5O4",615.3947932,26,0,23,5,4,0,1,0,0,0,1,0
"CHEMBL1174",3,2,0,7,1,0,0,0,0,1,0,0,0,0,"C35H49N11O9S2",831.96186,35,0,49,11,9,2,0,0,0,0,0,0
"CHEMBL2158051",3,2,0,3,2,0,0,0,0,0,0,0,0,0,"C32H44N5O4",562.72286,32,0,44,5,4,0,0,0,0,0,0,0
"CHEMBL3301622",5,2,0,2,3,0,0,0,0,0,0,2,0,0,"C29H45N8O3",553.7194,29,0,45,8,3,0,0,0,0,0,0,0
"CHEMBL766",1,0,1,1,0,0,0,0,0,2,0,0,0,0,"C16H25N2O5S",357.4451,16,0,25,2,5,1,0,0,0,0,0,0
"CHEMBL515606",2,1,0,1,0,0,0,0,0,1,1,0,0,0,"C22H30N3O5",416.4907,22,0,30,3,5,0,0,0,0,0,0,0
"CHEMBL3655081",3,2,0,1,1,0,0,0,0,0,0,0,0,0,"C14H21N5O2S",323.41384,14,0,21,5,2,1,0,0,0,0,0,0
"CHEMBL3187812",2,1,0,1,1,0,0,0,0,1,0,0,0,0,"C22H27N2O5S",431.52518,22,0,27,2,5,1,0,0,0,0,0,0
"CHEMBL488025",3,3,0,0,0,0,0,0,0,1,0,0,0,0,"C20H16FO4S",371.4020432,20,0,16,0,4,1,1,0,0,0,0,0
"CHEMBL4594260",5,3,0,2,2,0,0,0,0,0,0,2,0,0,"C34H45N4O4",573.7455,34,0,45,4,4,0,0,0,0,0,0,0
"CHEMBL3622821",4,3,0,2,2,0,0,0,0,0,0,0,0,0,"C17H20F3N6O",381.3755096,17,0,20,6,1,0,3,0,0,0,0,0
"CHEMBL206815",2,1,0,0,0,0,1,0,0,0,0,1,0,0,"C17H21N2O6S2",413.48844,17,0,21,2,6,2,0,0,0,0,0,0
"CHEMBL198362",4,2,0,1,2,0,0,0,0,0,1,1,0,0,"C19H18ClN3O5S",435.88132,19,1,18,3,5,1,0,0,0,0,0,0
"CHEMBL5314423",5,4,0,3,1,0,0,0,0,0,0,1,0,0,"C23H24N8O3",460.48846,23,0,24,8,3,0,0,0,0,0,0,0
"CHEMBL1182714",3,3,0,2,0,0,0,0,0,0,0,1,0,0,"C18H19ClF5N6O",465.828076,18,1,19,6,1,0,5,0,0,0,0,0
"CHEMBL4650333",4,4,0,2,0,0,0,0,0,0,0,2,0,0,"C27H27N5O3",469.53498,27,0,27,5,3,0,0,0,0,0,0,0
"CHEMBL3909517",4,3,0,2,0,0,1,0,0,0,0,0,0,0,"C26H28BrF3N5O2",579.4320296,26,0,28,5,2,0,3,1,0,0,0,0
"CHEMBL3039598",3,1,0,0,1,0,0,0,0,1,1,0,0,0,"C30H45NO7P",562.654562,30,0,45,1,7,0,0,0,0,1,0,0
"CHEMBL4298158",5,3,0,1,2,0,1,0,0,0,0,1,0,0,"C24H28F3N8O3",533.5261296,24,0,28,8,3,0,3,0,0,0,0,0
"CHEMBL601719",4,3,0,1,0,0,0,0,0,0,0,1,0,0,"C21H23Cl2FN5O",451.3446232,21,2,23,5,1,0,1,0,0,0,0,0
"CHEMBL2163631",4,4,0,2,0,0,0,0,1,0,0,3,0,0,"C21H19N3O4",377.39326,21,0,19,3,4,0,0,0,0,0,0,0
"CHEMBL4104957",5,3,0,1,1,0,0,0,0,1,0,1,0,0,"C27H28ClF3N5O3",562.9911296,27,1,28,5,3,0,3,0,0,0,0,0
"CHEMBL3301599",4,2,0,0,3,0,2,0,0,0,0,0,0,0,"C24H32N3O3",410.52918,24,0,32,3,3,0,0,0,0,0,0,0
"CHEMBL2105695",4,4,1,0,0,0,0,0,0,0,1,1,0,0,"C27H26ClF3N6O3",574.9819496,27,1,26,6,3,0,3,0,0,0,0,0
"CHEMBL20",1,1,0,1,0,0,0,0,0,0,0,0,0,0,"C4H6N4O3S2",222.24544,4,0,6,4,3,2,0,0,0,0,0,0
"CHEMBL5095253",3,3,0,0,1,0,0,0,0,0,0,1,0,1,"C18H7ClF6N5O3",490.7232992,18,1,7,5,3,0,6,0,0,0,0,0
"CHEMBL1206232",2,2,0,0,0,1,0,0,0,0,0,4,0,0,"C18H20O8P",395.320362,18,0,20,0,8,0,0,0,0,1,0,0
"CHEMBL6068403",3,2,0,1,1,0,1,0,0,0,0,0,0,0,"C15H20Cl2N3O",329.2448,15,2,20,3,1,0,0,0,0,0,0,0
"CHEMBL3989908",3,3,0,2,0,0,1,0,0,0,0,0,0,0,"C19H17F6N7O",473.3749992,19,0,17,7,1,0,6,0,0,0,0,0
"CHEMBL4650317",4,3,0,1,1,0,0,0,0,0,0,2,0,0,"C19H24IN6O2S",527.40233,19,0,24,6,2,1,0,0,0,0,1,0
"CHEMBL522892",5,4,1,2,2,0,0,0,0,0,0,0,0,0,"C21H23FN6O",394.4453232,21,0,23,6,1,0,1,0,0,0,0,0
"CHEMBL3818247",6,5,0,0,2,0,0,0,0,0,0,1,0,0,"C22H16FN7O2S",461.4715432,22,0,16,7,2,1,1,0,0,0,0,0
"CHEMBL163",4,4,0,3,1,0,1,0,0,0,1,0,0,0,"C37H48N6O5S2",720.94422,37,0,48,6,5,2,0,0,0,0,0,0
"CHEMBL542103",3,2,0,2,1,0,0,0,0,0,0,0,0,0,"C27H39N3O",421.61806,27,0,39,3,1,0,0,0,0,0,0,0
"CHEMBL4471306",4,3,0,1,0,0,2,0,0,0,0,1,0,0,"C20H22ClFN4O9P2",578.8090072,20,1,22,4,9,0,1,0,0,2,0,0
"CHEMBL4297611",5,2,0,1,1,0,0,0,0,0,1,0,0,0,"C20H25FN3O2S",390.4948032,20,0,25,3,2,1,1,0,0,0,0,0
"CHEMBL2216859",6,5,0,1,2,0,0,0,0,0,0,1,0,0,"C26H29N6O",441.54806,26,0,29,6,1,0,0,0,0,0,0,0
"CHEMBL4861471",3,3,0,2,1,0,0,0,0,0,0,1,0,0,"C19H18N6O3",378.38462,19,0,18,6,3,0,0,0,0,0,0,0
"CHEMBL3577124",3,3,0,3,0,0,0,0,0,0,0,0,0,0,"C23H29FN6O",424.5143632,23,0,29,6,1,0,1,0,0,0,0,0
"CHEMBL729",4,3,0,3,1,0,1,0,0,0,0,1,0,0,"C37H48N4O5",628.80082,37,0,48,4,5,0,0,0,0,0,0,0
"CHEMBL3899477",6,3,0,3,3,0,0,0,0,0,0,1,0,0,"C32H47N9O3S",637.83908,32,0,47,9,3,1,0,0,0,0,0,0
"CHEMBL2105756",4,4,0,2,0,0,0,0,0,0,0,3,0,0,"C22H19ClN4O5",454.86306,22,1,19,4,5,0,0,0,0,0,0,0
"CHEMBL2396661",3,2,0,1,1,0,0,0,0,0,0,0,0,0,"C19H22F3N5O2S",441.4704896,19,0,22,5,2,1,3,0,0,0,0,0
"CHEMBL1487",4,4,0,1,1,0,2,0,0,1,0,0,0,0,"C33H34FN2O5",557.6318632,33,0,34,2,5,0,1,0,0,0,0,0
"CHEMBL5095169",5,3,0,1,2,0,0,0,0,0,0,1,0,0,"C28H38FN6O3S",557.7031232,28,0,38,6,3,1,1,0,0,0,0,0
"CHEMBL5314915",7,2,0,1,3,0,0,0,0,0,0,1,0,0,"C33H44FN6O3",591.7392632,33,0,44,6,3,0,1,0,0,0,0,0
"CHEMBL3298910",5,4,0,1,2,0,0,0,0,0,0,1,0,0,"C29H29ClF3N4O2",558.0143696,29,1,29,4,2,0,3,0,0,0,0,0
"CHEMBL2035187",4,3,0,1,1,0,0,0,0,0,0,3,0,0,"C28H33N4O3",473.58662,28,0,33,4,3,0,0,0,0,0,0,0
"CHEMBL5314445",1,1,0,3,0,0,0,0,0,4,0,0,0,0,"C28H35FN4O14P",701.5680652,28,0,35,4,14,0,1,0,0,1,0,0
"CHEMBL1079742",3,3,0,1,0,0,0,0,0,0,0,4,1,0,"C22H23N3O4",393.43572,22,0,23,3,4,0,0,0,0,0,0,0
"CHEMBL4114766",5,4,0,0,1,0,0,0,0,0,0,1,0,1,"C30H30FN7O2",539.6033032,30,0,30,7,2,0,1,0,0,0,0,0
"CHEMBL3121849",7,5,0,4,2,0,0,0,0,0,2,0,0,0,"C42H50N8O6",762.8964,42,0,50,8,6,0,0,0,0,0,0,0
"CHEMBL1709",3,2,0,1,0,0,0,0,0,0,0,0,0,0,"C17H18Cl2N",307.23752,17,2,18,1,0,0,0,0,0,0,0,0
"CHEMBL6068048",9,6,0,1,1,0,0,0,0,0,0,1,0,0,"C37H29ClF9N9O5S",918.1870888,37,1,29,9,5,1,9,0,0,0,0,0
"CHEMBL2110627",2,2,0,1,1,0,0,0,0,1,1,0,0,0,"C23H27N2O5S2",475.60088,23,0,27,2,5,2,0,0,0,0,0,0
"CHEMBL4297329",6,4,1,0,1,0,1,0,0,0,0,1,0,0,"C26H26N4O2",426.51024,26,0,26,4,2,0,0,0,0,0,0,0
"CHEMBL4297435",3,2,1,0,2,0,0,0,0,0,1,0,0,0,"C19H19F6N4O3",465.3695792,19,0,19,4,3,0,6,0,0,0,0,0
"CHEMBL4297487",0,0,0,5,7,0,1,0,0,0,0,0,0,0,"C67H122N12O13",1303.75818,67,0,122,12,13,0,0,0,0,0,0,0
"CHEMBL5314604",5,3,0,0,3,0,0,0,0,0,0,1,0,0,"C29H33ClF4N7O2",623.0646328,29,1,33,7,2,0,4,0,0,0,0,0
"CHEMBL1162175",5,3,0,2,1,1,0,0,0,0,0,3,0,0,"C22H24N6O8P",531.435122,22,0,24,6,8,0,0,0,0,1,0,0
"CHEMBL4297507",4,2,0,1,2,0,0,0,0,0,0,0,0,1,"C16H18N6O",310.35372,16,0,18,6,1,0,0,0,0,0,0,0
"CHEMBL5095071",5,2,0,1,3,0,0,0,0,1,1,0,0,0,"C29H34FN6O5S",597.6808632,29,0,34,6,5,1,1,0,0,0,0,0
"CHEMBL2219411",4,3,0,2,1,0,0,0,0,0,0,1,0,1,"C23H22N6O2",414.45978,23,0,22,6,2,0,0,0,0,0,0,0
"CHEMBL6068044",5,5,0,2,1,0,0,0,1,0,0,0,0,0,"C24H17Cl2N5O2",478.33008,24,2,17,5,2,0,0,0,0,0,0,0
"CHEMBL5095093",6,5,0,2,1,0,0,0,0,0,0,1,0,0,"C27H21BrFN5O3",562.3897432,27,0,21,5,3,0,1,1,0,0,0,0
"CHEMBL3137320",5,4,0,1,0,0,1,0,0,0,0,0,0,0,"C19H13F2N6O",379.3429264,19,0,13,6,1,0,2,0,0,0,0,0
"CHEMBL6068027",6,4,0,1,4,0,0,0,0,0,0,0,0,0,"C28H32Cl2N8O",567.51268,28,2,32,8,1,0,0,0,0,0,0,0
"CHEMBL4296719",2,0,0,2,1,0,0,0,0,0,0,0,0,0,"C10H21BN3O3",242.10304,10,0,21,3,3,0,0,0,1,0,0,0
"CHEMBL70663",3,3,0,2,0,0,0,0,0,0,0,0,0,1,"C20H19N5",329.39836,20,0,19,5,0,0,0,0,0,0,0,0
"CHEMBL4285417",5,3,0,1,1,0,0,0,0,0,0,1,0,0,"C20H25N6O2S",413.5165,20,0,25,6,2,1,0,0,0,0,0,0
"CHEMBL6068425",4,3,0,1,1,0,0,0,0,0,0,0,0,0,"C18H15Cl2F2N5O3S",490.3112064,18,2,15,5,3,1,2,0,0,0,0,0
"CHEMBL5095218",3,3,1,2,1,0,0,0,0,0,0,0,0,0,"C15H16ClN4OS",335.83174,15,1,16,4,1,1,0,0,0,0,0,0
"CHEMBL5314556",5,5,0,1,1,0,0,0,0,0,0,1,0,0,"C28H24FN7O2",509.5342632,28,0,24,7,2,0,1,0,0,0,0,0
"CHEMBL1520",4,3,0,1,1,0,0,0,0,0,0,1,0,0,"C23H34N6O4S",490.61886,23,0,34,6,4,1,0,0,0,0,0,0
"CHEMBL4650279",5,4,0,2,1,0,0,0,0,0,0,3,0,0,"C29H30ClN6O4",562.0393,29,1,30,6,4,0,0,0,0,0,0,0
"CHEMBL4297623",3,3,0,0,0,0,0,0,0,0,0,0,0,0,"C17H10F6N6O",428.2913192,17,0,10,6,1,0,6,0,0,0,0,0
"CHEMBL331378",3,2,0,0,1,0,0,0,0,1,0,0,0,0,"C22H22NO4S2",428.54438,22,0,22,1,4,2,0,0,0,0,0,0
"CHEMBL4802154",8,5,0,2,1,0,0,0,0,0,0,0,0,1,"C33H33ClN8O",593.12112,33,1,33,8,1,0,0,0,0,0,0,0
"CHEMBL11662",2,2,0,0,1,0,0,0,0,1,0,0,0,0,"C13H11N2O2",227.23864,13,0,11,2,2,0,0,0,0,0,0,0
"CHEMBL466246",1,0,0,2,0,0,2,0,0,1,0,2,0,0,"C13H22N4O7",346.33638,13,0,22,4,7,0,0,0,0,0,0,0
"CHEMBL3646221",2,2,0,1,0,0,1,0,0,1,0,0,0,0,"C14H9ClN2O4",304.68526,14,1,9,2,4,0,0,0,0,0,0,0
"CHEMBL4650443",6,5,0,0,0,0,0,0,0,0,0,0,0,0,"C20H15F3N8",424.3819096,20,0,15,8,0,0,3,0,0,0,0,0
"CHEMBL2104406",4,3,0,0,1,0,0,0,1,0,1,3,0,0,"C34H41N3O7",603.70524,34,0,41,3,7,0,0,0,0,0,0,0
"CHEMBL435128",3,3,0,0,1,0,0,0,0,0,1,0,0,0,"C20H20Cl2N4O2S",451.3694,20,2,20,4,2,1,0,0,0,0,0,0
"CHEMBL603469",7,5,0,1,2,0,2,0,0,0,0,1,0,0,"C26H21N3O4",439.46264,26,0,21,3,4,0,0,0,0,0,0,0
"CHEMBL809",3,2,0,1,0,0,0,0,0,0,0,0,0,0,"C17H18Cl2N",307.23752,17,2,18,1,0,0,0,0,0,0,0,0
"CHEMBL4297467",6,5,0,1,1,0,0,0,0,0,0,1,0,0,"C35H29F3N4O3",610.6249696,35,0,29,4,3,0,3,0,0,0,0,0
"CHEMBL3785197",4,3,0,0,2,0,0,0,0,1,1,1,0,0,"C32H30F9N4O5",721.5900288,32,0,30,4,5,0,9,0,0,0,0,0
"CHEMBL3545376",4,4,0,1,1,0,0,0,0,0,0,2,0,0,"C25H31N6O2",447.55264,25,0,31,6,2,0,0,0,0,0,0,0
"CHEMBL278020",1,1,0,0,1,0,0,0,0,0,1,0,0,0,"C12H19N2O2",223.29146,12,0,19,2,2,0,0,0,0,0,0,0
"CHEMBL5314427",4,2,1,0,1,0,1,0,0,0,0,1,0,0,"C20H28ClN6O2S",451.99332,20,1,28,6,2,1,0,0,0,0,0,0
"CHEMBL4594449",4,3,0,3,1,0,1,0,0,3,0,0,1,0,"C32H30N5O10",644.6081,32,0,30,5,10,0,0,0,0,0,0,0
"CHEMBL5570561",3,2,0,3,0,0,0,0,1,0,0,1,0,0,"C25H30F2N4O5S",536.5913064,25,0,30,4,5,1,2,0,0,0,0,0
"CHEMBL6068400",3,3,0,1,1,0,0,0,0,0,1,0,0,0,"C24H27N3O4",421.48888,24,0,27,3,4,0,0,0,0,0,0,0
"CHEMBL5415395",4,3,0,2,0,0,0,0,1,0,0,1,0,0,"C22H24N6O3",420.46436,22,0,24,6,3,0,0,0,0,0,0,0
"CHEMBL4297366",2,2,0,1,1,0,0,0,0,0,0,1,0,0,"C24H34N3O4",428.54446,24,0,34,3,4,0,0,0,0,0,0,0
"CHEMBL5314563",5,5,2,4,1,0,0,0,0,1,0,0,0,0,"C43H51N8O5S",791.98064,43,0,51,8,5,1,0,0,0,0,0,0
"CHEMBL4594353",4,4,0,1,1,0,0,0,0,0,0,0,0,0,"C19H13F5N6",420.338736,19,0,13,6,0,0,5,0,0,0,0,0
"CHEMBL5314951",9,5,0,2,2,0,1,0,0,0,0,1,0,0,"C49H59N7O7S",890.10046,49,0,59,7,7,1,0,0,0,0,0,0
"CHEMBL402548",5,3,0,1,3,0,0,0,0,0,0,1,0,0,"C26H31N6O3",475.56274,26,0,31,6,3,0,0,0,0,0,0,0
"CHEMBL3188267",5,5,0,1,0,0,0,0,0,0,0,0,0,0,"C23H18FN6O",413.4270232,23,0,18,6,1,0,1,0,0,0,0,0
"CHEMBL4297378",2,0,0,0,1,0,0,0,0,0,0,0,0,0,"C8H10N3O6S",276.2465,8,0,10,3,6,1,0,0,0,0,0,0
"CHEMBL4571518",4,3,0,2,2,0,0,0,0,0,0,1,0,0,"C18H21Cl2N6O2",424.30434,18,2,21,6,2,0,0,0,0,0,0,0
"CHEMBL6068402",0,0,0,1,0,0,0,0,0,1,0,0,0,0,"C4H9N3O2",131.13316,4,0,9,3,2,0,0,0,0,0,0,0
"CHEMBL1236962",5,5,0,0,0,0,0,0,0,0,0,1,0,0,"C25H17F2N5O3S",505.4959864,25,0,17,5,3,1,2,0,0,0,0,0
"CHEMBL3348923",3,3,0,2,0,0,0,0,0,0,0,0,0,0,"C17H12Cl2F3N7O2S",506.2890896,17,2,12,7,2,1,3,0,0,0,0,0
"CHEMBL2107832",2,2,0,2,0,0,2,0,0,0,0,0,0,0,"C15H15FIN3O3",431.2007732,15,0,15,3,3,0,1,0,0,0,1,0
"CHEMBL1744447",2,2,0,0,0,0,2,0,0,1,0,0,0,0,"C22H27FN3O6S",480.5296832,22,0,27,3,6,1,1,0,0,0,0,0
"CHEMBL5095187",3,3,0,2,1,0,0,0,0,1,1,0,0,0,"C26H32N4O5",480.55608,26,0,32,4,5,0,0,0,0,0,0,0
"CHEMBL5314374",5,0,0,0,0,0,0,0,0,2,0,17,0,0,"C38H55O49S7",1520.2689,38,0,55,0,49,7,0,0,0,0,0,0
"CHEMBL175691",3,3,0,2,0,0,0,0,0,0,0,0,0,2,"C22H18N6",366.41852,22,0,18,6,0,0,0,0,0,0,0,0
"CHEMBL76222",1,0,0,3,2,0,0,0,0,0,0,0,0,0,"C23H41N5O5S",499.66714,23,0,41,5,5,1,0,0,0,0,0,0
"CHEMBL1201127",4,2,1,1,0,0,1,0,0,0,1,2,0,0,"C27H37N3O7S",547.66358,27,0,37,3,7,1,0,0,0,0,0,0
"CHEMBL46618",3,3,0,1,0,0,0,0,0,0,1,0,0,0,"C25H27N4O4",447.50628,25,0,27,4,4,0,0,0,0,0,0,0
"CHEMBL5314568",4,2,0,4,0,0,0,0,0,0,0,0,0,1,"C23H26ClN5O3",455.93724,23,1,26,5,3,0,0,0,0,0,0,0
"CHEMBL3301601",3,2,0,2,0,0,0,0,0,0,0,0,0,0,"C17H18F2N5O3S",410.4183264,17,0,18,5,3,1,2,0,0,0,0,0
"CHEMBL4650989",4,4,1,1,0,0,0,0,0,0,0,1,0,0,"C23H26FN5O",407.4838432,23,0,26,5,1,0,1,0,0,0,0,0
"CHEMBL2338329",3,3,0,1,0,0,1,0,0,1,0,1,0,0,"C19H14N2O5",350.32486,19,0,14,2,5,0,0,0,0,0,0,0
"CHEMBL5314494",4,3,0,1,1,0,0,0,0,1,0,1,0,0,"C26H28N3O3",430.51882,26,0,28,3,3,0,0,0,0,0,0,0
"CHEMBL206468",1,0,0,1,0,0,3,0,0,0,0,0,0,0,"C6H14NO3",148.18026,6,0,14,1,3,0,0,0,0,0,0,0
"CHEMBL254316",3,3,0,2,1,0,1,0,0,0,0,1,0,0,"C20H20FN6O5",443.4084032,20,0,20,6,5,0,1,0,0,0,0,0
"CHEMBL1094636",4,3,0,1,0,0,0,0,0,0,0,0,0,0,"C19H21N4O",321.39624,19,0,21,4,1,0,0,0,0,0,0,0
"CHEMBL88712",4,3,0,0,0,0,0,0,0,1,0,1,0,0,"C23H22NO3",360.42568,23,0,22,1,3,0,0,0,0,0,0,0
"CHEMBL1138",4,3,0,0,1,0,2,0,0,0,0,0,0,0,"C24H21F2NO3",409.4252464,24,0,21,1,3,0,2,0,0,0,0,0
"CHEMBL4297601",4,2,0,0,1,0,0,0,0,0,1,1,0,0,"C31H34F7NO3",601.5953824,31,0,34,1,3,0,7,0,0,0,0,0
"CHEMBL5314454",5,3,0,1,2,0,0,0,0,0,0,0,0,0,"C23H25F2N6O",439.4810064,23,0,25,6,1,0,2,0,0,0,0,0
"CHEMBL31965",4,3,0,2,1,0,0,0,0,0,0,2,0,0,"C24H26ClFN5O3",486.9463432,24,1,26,5,3,0,1,0,0,0,0,0
"CHEMBL5095077",4,4,0,0,1,0,0,0,0,1,0,1,0,0,"C27H30ClN4O3",494.0051,27,1,30,4,3,0,0,0,0,0,0,0
"CHEMBL3986824",6,4,0,1,3,0,0,0,0,0,0,1,0,0,"C23H27N9O",445.52018,23,0,27,9,1,0,0,0,0,0,0,0
"CHEMBL3707222",4,3,0,2,1,0,3,0,0,0,0,2,0,0,"C38H50N3O12S2",804.9465,38,0,50,3,12,2,0,0,0,0,0,0
"CHEMBL4594292",5,4,0,0,1,0,0,0,0,0,0,1,0,1,"C29H29N6O2",493.57956,29,0,29,6,2,0,0,0,0,0,0,0
"CHEMBL1614707",4,4,0,0,0,0,0,0,0,0,0,2,0,0,"C25H23F3N4O2",468.4709296,25,0,23,4,2,0,3,0,0,0,0,0
"CHEMBL5315117",1,0,0,2,0,0,3,0,0,1,0,1,0,0,"C12H20N4O7",332.3098,12,0,20,4,7,0,0,0,0,0,0,0
"CHEMBL3545311",5,3,0,2,3,0,0,0,0,0,0,1,0,0,"C29H40ClN7O2P",585.100362,29,1,40,7,2,0,0,0,0,1,0,0
"CHEMBL1269025",4,2,0,3,2,0,0,0,0,0,0,0,0,0,"C24H31ClN7O4S",549.06544,24,1,31,7,4,1,0,0,0,0,0,0
"CHEMBL5314629",3,2,0,2,0,0,0,0,0,0,2,0,0,0,"C27H40N4O6S2",580.7597,27,0,40,4,6,2,0,0,0,0,0,0
"CHEMBL223360",4,4,0,2,0,0,0,0,0,0,0,0,0,0,"C21H18FN5O",375.3989232,21,0,18,5,1,0,1,0,0,0,0,0
"CHEMBL3989402",1,0,0,2,0,0,1,0,0,1,0,0,0,0,"C15H28N4O4",328.40722,15,0,28,4,4,0,0,0,0,0,0,0
"CHEMBL4650319",4,4,0,2,3,0,0,0,0,0,1,1,0,0,"C32H40N7O4",586.7045,32,0,40,7,4,0,0,0,0,0,0,0
"CHEMBL1201728",2,1,0,0,1,0,2,0,0,0,0,0,0,0,"C16H26NO2",264.38314,16,0,26,1,2,0,0,0,0,0,0,0
"CHEMBL1628504",3,3,0,2,0,0,0,0,0,0,0,0,0,2,"C22H18N6",366.41852,22,0,18,6,0,0,0,0,0,0,0,0
"CHEMBL1200485",3,3,0,3,0,0,0,0,0,0,0,1,0,0,"C21H16ClF3N4O3",464.8249496,21,1,16,4,3,0,3,0,0,0,0,0
"CHEMBL2103798",5,4,0,1,1,0,0,0,0,0,0,3,0,0,"C25H28FN4O3",451.5132232,25,0,28,4,3,0,1,0,0,0,0,0
"CHEMBL4297517",2,2,0,2,1,0,0,0,0,0,0,0,0,0,"C15H19N3O2",273.33026,15,0,19,3,2,0,0,0,0,0,0,0
"CHEMBL4650223",3,2,0,0,1,0,1,0,0,0,1,0,0,0,"C24H32NO3",382.51578,24,0,32,1,3,0,0,0,0,0,0,0
"CHEMBL2105719",4,3,0,2,1,0,0,0,0,0,0,1,0,0,"C24H26ClFN5O2",470.9469432,24,1,26,5,2,0,1,0,0,0,0,0
"CHEMBL4084907",4,2,0,0,2,0,0,0,0,0,0,2,0,0,"C17H20F3N7O2",411.3816096,17,0,20,7,2,0,3,0,0,0,0,0
"CHEMBL3989931",3,3,0,2,0,0,1,0,0,0,0,0,0,0,"C19H17F6N7O",473.3749992,19,0,17,7,1,0,6,0,0,0,0,0
"CHEMBL14762",3,3,0,2,1,0,1,0,0,0,0,0,0,0,"C19H27N6O",355.45728,19,0,27,6,1,0,0,0,0,0,0,0
"CHEMBL2105764",5,0,0,1,0,0,0,0,0,0,0,1,0,0,"C29H49N2O3S",505.77596,29,0,49,2,3,1,0,0,0,0,0,0
"CHEMBL5314525",3,2,0,0,0,0,1,0,0,0,0,0,0,1,"C20H21ClN2O3S",404.91034,20,1,21,2,3,1,0,0,0,0,0,0
"CHEMBL206834",5,4,0,2,2,0,0,0,0,0,0,0,0,0,"C30H32F3N8O",577.6232896,30,0,32,8,1,0,3,0,0,0,0,0
"CHEMBL4469414",6,4,0,2,0,0,1,0,0,0,0,1,0,0,"C28H30N6O3",498.5762,28,0,30,6,3,0,0,0,0,0,0,0
"CHEMBL5314518",5,4,1,0,3,0,0,0,0,0,0,0,0,1,"C31H26ClF4N7O2",640.0304528,31,1,26,7,2,0,4,0,0,0,0,0
"CHEMBL3392776",5,5,0,0,0,0,2,0,0,0,0,1,0,0,"C27H21NO5S",471.52434,27,0,21,1,5,1,0,0,0,0,0,0
"CHEMBL2105709",6,5,0,2,2,0,0,0,0,0,0,2,0,0,"C29H33N6O4S",561.67512,29,0,33,6,4,1,0,0,0,0,0,0
"CHEMBL1967878",6,2,0,2,2,0,0,0,0,0,0,0,0,0,"C24H31FN7O",452.5476432,24,0,31,7,1,0,1,0,0,0,0,0
"CHEMBL4802214",3,2,0,4,0,1,0,0,1,0,0,1,0,0,"C24H32N4O9P",551.506042,24,0,32,4,9,0,0,0,0,1,0,0
"CHEMBL258734",5,1,0,2,2,0,0,0,0,0,2,0,0,0,"C35H45FN5O9S",730.8233032,35,0,45,5,9,1,1,0,0,0,0,0
"CHEMBL492399",3,3,0,0,1,0,0,0,0,0,0,1,0,0,"C17H17N3O",279.33638,17,0,17,3,1,0,0,0,0,0,0,0
"CHEMBL4297223",5,3,0,0,2,0,0,0,0,0,0,0,0,0,"C24H27N4O3S",451.56118,24,0,27,4,3,1,0,0,0,0,0,0
"CHEMBL5314420",6,4,0,3,1,0,0,0,0,0,0,0,0,0,"C29H34ClN6",502.07346,29,1,34,6,0,0,0,0,0,0,0,0
"CHEMBL535",3,3,0,3,1,0,0,0,0,0,0,0,0,0,"C22H28FN4O2",399.4817232,22,0,28,4,2,0,1,0,0,0,0,0
"CHEMBL783",2,1,0,1,0,0,0,0,0,1,0,0,0,0,"C19H26NO3",316.41464,19,0,26,1,3,0,0,0,0,0,0,0
"CHEMBL4249337",5,4,0,0,1,0,2,0,0,0,0,0,0,0,"C22H23BrN6O2",483.36102,22,0,23,6,2,0,0,1,0,0,0,0
"CHEMBL1201011",3,2,0,1,1,0,0,0,0,1,1,0,0,0,"C25H29N2O5",437.50816,25,0,29,2,5,0,0,0,0,0,0,0
"CHEMBL1795071",4,3,0,1,0,0,0,0,0,0,0,0,0,1,"C17H18N6",306.36502,17,0,18,6,0,0,0,0,0,0,0,0
"CHEMBL3833368",3,3,0,3,0,0,0,0,0,0,0,0,0,0,"C19H19FN3O",324.3720632,19,0,19,3,1,0,1,0,0,0,0,0
"CHEMBL404",3,1,0,0,1,0,0,0,0,1,0,0,0,0,"C10H11N4O5S",299.28314,10,0,11,4,5,1,0,0,0,0,0,0
"CHEMBL2105902",2,2,0,0,0,0,0,0,0,0,0,1,0,0,"C13H7F6NO3S",371.2549992,13,0,7,1,3,1,6,0,0,0,0,0
"CHEMBL1064",3,0,0,0,0,0,1,0,0,0,2,0,0,0,"C25H38O5",418.56622,25,0,38,0,5,0,0,0,0,0,0,0
"CHEMBL3945728",3,1,0,0,3,0,0,0,0,0,1,0,0,0,"C20H23F9N3O2",508.4011488,20,0,23,3,2,0,9,0,0,0,0,0
"CHEMBL1201179",5,5,0,2,0,0,0,0,0,0,0,2,0,0,"C29H26ClFN4O4S",581.0575432,29,1,26,4,4,1,1,0,0,0,0,0
